Title,Date,Year,Month,Day,Weekday,Gross,Days_Since_Release,Price,Tickets,Genre,Info,MPAA_Rating,Violence,viol_strong,viol_mild,viol_non,Exp_Violence,exp_viol_strong,exp_viol_mild,exp_viol_non,more_violent,as_violent,less_violent
Armageddon,1998-07-27,1998,7,27,2,1519817,27,4.69,324054.797441365,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-07-28,1998,7,28,3,1701601,28,4.69,362814.712153518,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-07-29,1998,7,29,4,1368475,29,4.69,291785.714285714,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-07-30,1998,7,30,5,1381063,30,4.69,294469.722814499,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-07-31,1998,7,31,6,2315000,31,4.69,493603.411513859,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-01,1998,8,1,7,3060000,32,4.69,652452.025586354,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-02,1998,8,2,1,2223000,33,4.69,473987.206823028,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-03,1998,8,3,2,1090348,34,4.69,232483.582089552,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-04,1998,8,4,3,1192166,35,4.69,254193.176972281,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-05,1998,8,5,4,1035183,36,4.69,220721.32196162,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-06,1998,8,6,5,995396,37,4.69,212237.953091684,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-07,1998,8,7,6,1559908,38,4.69,332602.985074627,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-08,1998,8,8,7,2070000,39,4.69,441364.60554371,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-09,1998,8,9,1,1557000,40,4.69,331982.942430704,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-10,1998,8,10,2,777982,41,4.69,165881.023454158,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-11,1998,8,11,3,887489,42,4.69,189230.063965885,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-12,1998,8,12,4,738863,43,4.69,157540.085287846,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-13,1998,8,13,5,717699,44,4.69,153027.50533049,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-14,1998,8,14,6,1170000,45,4.69,249466.950959488,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-15,1998,8,15,7,1764000,46,4.69,376119.402985075,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-16,1998,8,16,1,1204000,47,4.69,256716.417910448,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-17,1998,8,17,2,566423,48,4.69,120772.49466951,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-18,1998,8,18,3,641768,49,4.69,136837.526652452,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-19,1998,8,19,4,517815,50,4.69,110408.315565032,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-08-20,1998,8,20,5,499643,51,4.69,106533.68869936,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-08,1998,9,8,3,150762,70,4.69,32145.4157782516,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-09,1998,9,9,4,129562,71,4.69,27625.1599147122,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-10,1998,9,10,5,122914,72,4.69,26207.6759061834,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-11,1998,9,11,6,410000,73,4.69,87420.0426439232,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-12,1998,9,12,7,780000,74,4.69,166311.300639659,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-13,1998,9,13,1,375000,75,4.69,79957.3560767591,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-15,1998,9,15,3,138749,77,4.69,29584.0085287846,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-16,1998,9,16,4,109954,78,4.69,23444.3496801706,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-20,1998,9,20,1,306000,82,4.69,65245.2025586354,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-21,1998,9,21,2,81730,83,4.69,17426.4392324094,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-22,1998,9,22,3,108320,84,4.69,23095.9488272921,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-23,1998,9,23,4,75389,85,4.69,16074.4136460554,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Armageddon,1998-09-24,1998,9,24,5,81682,86,4.69,17416.2046908316,Adventure,"PG-13 for sci-fi disaster action, sensuality and brief language",PG13,5,FALSE,TRUE,FALSE,5.96770144324477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Saving Private Ryan,1998-07-24,1998,7,24,6,9705000,1,4.69,2069296.37526652,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-07-25,1998,7,25,7,11170000,2,4.69,2381663.1130064,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-07-26,1998,7,26,1,9613000,3,4.69,2049680.17057569,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-07-27,1998,7,27,2,5231469,4,4.69,1115451.81236674,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-07-28,1998,7,28,3,5035992,5,4.69,1073772.28144989,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-07-29,1998,7,29,4,4573049,6,4.69,975063.752665245,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-07-30,1998,7,30,5,4343746,7,4.69,926171.855010661,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-07-31,1998,7,31,6,7005000,8,4.69,1493603.41151386,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-01,1998,8,1,7,9245000,9,4.69,1971215.35181237,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-02,1998,8,2,1,7407000,10,4.69,1579317.69722814,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-03,1998,8,3,2,3411506,11,4.69,727400,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-04,1998,8,4,3,3408625,12,4.69,726785.714285714,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-05,1998,8,5,4,3143228,13,4.69,670197.867803838,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-06,1998,8,6,5,3047457,14,4.69,649777.611940298,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-07,1998,8,7,6,5015023,15,4.69,1069301.2793177,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-08,1998,8,8,7,7015000,16,4.69,1495735.60767591,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-09,1998,8,9,1,5567000,17,4.69,1186993.60341151,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-10,1998,8,10,2,2407287,18,4.69,513280.810234542,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-11,1998,8,11,3,2455024,19,4.69,523459.275053305,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-12,1998,8,12,4,2211841,20,4.69,471607.8891258,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-13,1998,8,13,5,2032746,21,4.69,433421.32196162,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-14,1998,8,14,6,3485000,22,4.69,743070.362473347,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-15,1998,8,15,7,5662000,23,4.69,1207249.46695096,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-16,1998,8,16,1,4011000,24,4.69,855223.880597015,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-17,1998,8,17,2,1752267,25,4.69,373617.697228145,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-18,1998,8,18,3,1851187,26,4.69,394709.381663113,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-19,1998,8,19,4,1541023,27,4.69,328576.332622601,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-20,1998,8,20,5,1425822,28,4.69,304013.219616205,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-21,1998,8,21,6,2690000,29,4.69,573560.767590618,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-22,1998,8,22,7,4330000,30,4.69,923240.938166311,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-23,1998,8,23,1,3100000,31,4.69,660980.810234542,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-24,1998,8,24,2,1110244,32,4.69,236725.799573561,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-25,1998,8,25,3,1274022,33,4.69,271646.481876333,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-26,1998,8,26,4,1062198,34,4.69,226481.44989339,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-27,1998,8,27,5,1002146,35,4.69,213677.185501066,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-28,1998,8,28,6,2215000,36,4.69,472281.44989339,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-29,1998,8,29,7,3730000,37,4.69,795309.168443497,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-30,1998,8,30,1,2201000,38,4.69,469296.375266524,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-08-31,1998,8,31,2,722449,39,4.69,154040.298507463,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-01,1998,9,1,3,825042,40,4.69,175915.138592751,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-02,1998,9,2,4,714329,41,4.69,152308.955223881,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-03,1998,9,3,5,695282,42,4.69,148247.76119403,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-04,1998,9,4,6,1640000,43,4.69,349680.170575693,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-05,1998,9,5,7,2640000,44,4.69,562899.786780384,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-06,1998,9,6,1,2560000,45,4.69,545842.217484009,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-07,1998,9,7,2,2034621,46,4.69,433821.108742004,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-08,1998,9,8,3,529815,47,4.69,112966.950959488,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-09,1998,9,9,4,500042,48,4.69,106618.763326226,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-10,1998,9,10,5,471043,49,4.69,100435.607675906,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-11,1998,9,11,6,1125000,50,4.69,239872.068230277,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-12,1998,9,12,7,2125000,51,4.69,453091.684434968,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-13,1998,9,13,1,1081000,52,4.69,230490.405117271,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-14,1998,9,14,2,345109,53,4.69,73584.0085287846,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-15,1998,9,15,3,476134,54,4.69,101521.108742004,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-16,1998,9,16,4,385469,55,4.69,82189.552238806,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-17,1998,9,17,5,402691,56,4.69,85861.6204690832,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-18,1998,9,18,6,945000,57,4.69,201492.537313433,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-19,1998,9,19,7,1705000,58,4.69,363539.445628998,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-20,1998,9,20,1,881000,59,4.69,187846.481876333,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-21,1998,9,21,2,283479,60,4.69,60443.2835820895,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-22,1998,9,22,3,377099,61,4.69,80404.9040511727,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-23,1998,9,23,4,283478,62,4.69,60443.0703624733,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-24,1998,9,24,5,271388,63,4.69,57865.2452025586,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-25,1998,9,25,6,660000,64,4.69,140724.946695096,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-26,1998,9,26,7,1237000,65,4.69,263752.665245203,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-27,1998,9,27,1,614000,66,4.69,130916.84434968,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-28,1998,9,28,2,182425,67,4.69,38896.5884861407,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Saving Private Ryan,1998-09-29,1998,9,29,3,255479,68,4.69,54473.1343283582,Drama,"R for intense prolonged realistically graphic sequences of war violence, and for language",R,9,TRUE,FALSE,FALSE,7.35429503315615,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
